Accession	Description	CTRL1	CTRL2	CTRL3	IFN1	IFN2	IFN3	VIRUS1	VIRUS2	VIRUS3	IFN_VIRUS1	IFN_VIRUS2	IFN_VIRUS3
Q6UW78	Ubiquinol-cytochrome-c reductase complex assembly factor 3 OS=Homo sapiens OX=9606 GN=UQCC3 PE=1 SV=2	8716424.037	6153579.732	4791917.094	6259333.418	4639803.129	4183859.924	3720572.729	4561643.608	2792853.586	3980543.815	3335257.832	2094359.218
O00264	Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	35430867.17	25598344.37	26758979.9	37318256.1	35397622.52	38025779.51	33887781.38	19648133.17	16463700.24	27166274.6	18207550.56	22069102.09
P19793	Retinoic acid receptor RXR-alpha OS=Homo sapiens OX=9606 GN=RXRA PE=1 SV=1	562324.9586	924196.7882	1316016.5	519591.7189	1014510.505	613247.3492	1231701.893	1300933.049	746683.1443	600083.3026	677077.0659	639155.028
O15357	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens OX=9606 GN=INPPL1 PE=1 SV=2"	9780003.963	11562143.39	9146196.01	8267058.815	9920660.904	10115455.84	9276913.715	10123632.27	7988117.464	8034269.075	5472381.788	7079188.79
F5H442	Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=1	3385273.661	2800511.727	1795001.52	3398681.76	2749919.722	2905211.666	1268285.211	1429141.056	1235473.749	874975.2364	866460.427	946294.3823
Q96Q05	Trafficking protein particle complex subunit 9 OS=Homo sapiens OX=9606 GN=TRAPPC9 PE=1 SV=2	347456.7684	370919.746	367553.707	331820.675	422532.4174	399371.0096	447734.693	477029.2058	450791.0774	288932.4993	382424.5427	334327.7831
Q5T5C7	"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS PE=1 SV=1"	24349434.22	28279444.35	30295339.97	26311510.37	21775263.01	27420305.45	21679451.91	35622248.51	18801227.94	20058647.22	17642579.74	18860471.5
P26641	Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3	71873790.24	74703078.9	71432717.12	67636736.34	72995151.22	70831463.88	81118318.32	96635423.08	61368071.84	63936423.7	61045614.76	54438128.83
Q7Z5G4	Golgin subfamily A member 7 OS=Homo sapiens OX=9606 GN=GOLGA7 PE=1 SV=2	2163231.604	2284172.82	3054000.875	2580742.058	2556650.796	940695.7281	1918779.633	984811.2772	520106.9249	1236862.473	390700.5757	317375.512
Q9Y6W3	Calpain-7 OS=Homo sapiens OX=9606 GN=CAPN7 PE=1 SV=1	3575356.982	2853125.044	4514722.614	3862095.164	3468818.932	3319353.384	3648696.595	3200748.077	2852208.274	2727791.574	2596095.957	2744693.329
P49662	Caspase-4 OS=Homo sapiens OX=9606 GN=CASP4 PE=1 SV=1	916588.1235	1048023.899	1123227.094	417606.6169	695995.0287	1009524.95	285290.3295	1159725.636	439710.2468	551990.4327	585593.3068	415217.6932
E9PGQ0	Solute carrier family 25 member 44 OS=Homo sapiens OX=9606 GN=SLC25A44 PE=1 SV=3	2188944.431	2051172.596	2005864.453	2861272.354	2704413.906	1677202.378	1888763.206	2571353.874	1777353.472	2030356.659	1590689.017	1476368.78
O14744	Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	9712656.12	12169914.13	11327443.02	10594328.18	9501646.872	11069380.26	7607125.391	12991563.07	8607952.022	7113509.042	7592733.511	6878742.525
F8W8Z9	Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens OX=9606 GN=TOMM5 PE=1 SV=1	34721700.28	33185858.17	25326163.11	38128463.28	24495767.45	26865028.56	25738637.06	28998521.54	19195743.82	16886888.62	19908175.19	18504719.97
P51858	Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1	2177805.426	2436747.508	2685328.875	1402154.366	1819334.453	2075018.512	4214954.154	3042307.191	4414562.879	2973239.168	3022846.613	2143623.576
Q3KQV9	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2	8451191.369	8911822.935	9911363.402	9005117.615	8133987.149	8785006.918	8325779.978	11778282.06	6667700.575	6926093.735	7369480.184	6742107.977
P22102	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1	97942133.35	94726778.63	98563892.28	93104256.1	81100644.65	94659969.51	84317629.62	120075983.2	67456295.63	73485045.62	61964851.19	65957080.17
Q99536	Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2	10513274.8	18513810.86	17907164.75	9653079.315	14761985.85	14583853.32	11449798.79	16862653.56	12018807.37	11224471.07	9745820.036	10489737.53
F5H538	Mitogen-activated protein kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP3K4 PE=1 SV=1	1137427.948	1524578.614	1135860.6	1041790.8	1081425.071	818937.913	747721.2379	876176.9161	462599.2702	583825.5554	549254.1174	533623.8802
E9PLK3	Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1	10188162.43	10124450.6	10155233.69	10675992.32	11142922.2	10684730.29	9281260.323	10691112.35	8877010.598	7418262.795	7459226.454	7230473.279
P43487	Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	18493853.9	21933580.08	18423826.91	21011494.25	20063681.66	21151706.42	16841310.83	27820757.24	15551178.03	14823066.95	13012754.11	12853496.7
E7EWK3	ATP-dependent DNA/RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=1	1711946.529	1748942.452	1655764.996	1966652.826	2721551.858	2934652.263	3417588.595	2959996.869	3163004.796	1433283.604	1933726.788	2013316.163
Q9UBE0	SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1	15386848.67	17504104.11	15835447.9	11051363.49	13848519.57	15274035.06	18813465.86	19678364.43	17541375.17	13986239.77	13397800.83	14364557.7
Q6UWE0	E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1	371008.6265	565429.9007	473058.8958	371252.1017	594185.6044	717381.4183	670598.846	522299.2038	495866.7009	510483.4633	391019.127	295834.4179
Q9GZT6	"Coiled-coil domain-containing protein 90B, mitochondrial OS=Homo sapiens OX=9606 GN=CCDC90B PE=1 SV=2"	3710912.856	3843222.38	4436682.31	3992793.854	3943955.252	4501615.395	4236286.016	4461762.796	5646356.036	3980000.131	5220965.665	4107483.825
P40763	Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2	29041332.68	28421433.14	28899887	29455597.42	25512299.62	27190203.55	27672387.45	36237753.86	20955356.9	21536256.86	18925958.21	19313040.26
P21953	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHB PE=1 SV=2"	26778762.22	24931314.48	27772219.09	21108523.37	21187295.79	23453747.06	21123006.01	27657527.11	19964903.44	17336961.39	17115262.29	18883641.31
Q14C86	GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2	11190042.44	13272577.42	10353597.91	12379203.25	10191608.28	10511043.3	13367916.21	14734825.18	8452903.481	9986007.751	8663700.467	7745194.654
Q9NZQ3	NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1	4487232.789	3870537.686	6169777.609	3647857.413	2177123.964	3028227.807	2409520.667	4311131.742	3258009.543	2827795.073	2912656.683	2586110.414
O15530	3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PDPK1 PE=1 SV=1	5492942.066	5677908.742	5291735.003	3231214.122	6637039.101	7373003.065	4093191.237	4631012.246	2437179.484	3379513.832	4256751.194	2457191.118
Q8N183	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1	4823511.356	3135462.336	3043531.137	5674223.24	4627768.305	3898993.278	5228939.526	3636774.312	4381453.255	1894739.638	3270533.433	3250238.814
P25325	3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3	16163239.77	17558385.5	15038511.03	16905694.1	14358862.79	13934885.06	14052950.79	17649785.5	13733801.65	12485353.73	9772063.808	10077589.97
Q9UQ16	Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4	13031412.79	12857315.11	6448553.508	9667223.812	11731604.9	6037827.746	3703302.824	5298444.511	3989646.421	3194642.686	3349146.171	3276316.585
O14908	PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2	314262.2508	342133.1494	358252.375	266753.6651	118818.1611	147064.499	235774.3108	310211.453	187529.6131	194623.224	176294.1216	141383.1107
Q13057	Bifunctional coenzyme A synthase OS=Homo sapiens OX=9606 GN=COASY PE=1 SV=4	23690709.11	22392526.79	24047505.05	21943730.51	19954488.93	25140313.02	20264433.88	29597996.09	17151578.76	16689783.94	15807522.66	17347923.72
P14324	Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4	16194449.41	16053397.68	18025500.83	15914337.25	12577246.42	13983266.9	15790856.32	16519688.25	13728087.53	12553603.44	10409692.02	11568195.71
Q7Z7E8	Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens OX=9606 GN=UBE2Q1 PE=1 SV=1	2537641.639	3689783.537	4006630.918	3638188.679	3383423.24	2679361.184	2684388.742	4066156.024	2808354.72	2412318.97	2422358.841	2646631.004
O95372	Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1	17919597.36	23095918.37	24896216.07	17316043.4	18066939.08	17347238.62	20196670.67	20117256.27	15091785.89	13385811.67	14265129.59	12545020.47
Q53R41	"FAST kinase domain-containing protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD1 PE=1 SV=1"	4601821.594	4807487.296	3409413.789	5913845.217	5511379.66	5330800.269	6327328.715	5379203.527	4007787.28	4518193.606	3795395.699	3934403.628
Q96T51	RUN and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RUFY1 PE=1 SV=2	7946349.506	7511658.604	6736577.98	5811757.979	6371492.415	7621147.737	5029530.657	8659065.608	5804072.284	3935662.193	4848072.973	5198499.904
Q15080	Neutrophil cytosol factor 4 OS=Homo sapiens OX=9606 GN=NCF4 PE=1 SV=2	33900992.41	42416351.29	38758218.48	34805650.73	24163548.26	31263367.76	58626109.28	63933074.2	54358749.21	53089354.92	48733117.09	54746280.97
Q9NZM3	Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3	924185.9183	1053590.019	1067807.078	1035883.771	821412.2815	938171.6421	628425.1575	1167262.525	780069.598	559487.6958	809548.4797	660056.029
Q5HYK3	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens OX=9606 GN=COQ5 PE=1 SV=2"	37048843.14	32934127.77	30448006.74	35759290.65	33494550.94	28784547.86	32180679.7	31991699.24	28952137.03	22933377.65	26367949.78	25654334.26
E7EPT4	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=1"	40972833.46	35335714.2	34514744.23	42307024.81	41262306.03	38257509.79	36649490.57	29029380.19	23703707.42	23807003.41	22181542.73	22687711.31
Q5GLZ8	Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens OX=9606 GN=HERC4 PE=1 SV=1	3356607.11	4590543.833	3761163.402	3550066.948	4379701.818	4505931.352	3891915.889	5565221.864	4489075.113	3487148.247	3370889.393	4065540.538
Q6P587	"Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2"	4824050.148	4077068.743	4229320.452	5478208.051	5899864.33	5286713.346	5759649.251	5399836.189	4257804.714	3685497.455	3778048.347	4332873.327
P35914	"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCL PE=1 SV=2"	26338837.37	23871008.85	22352119.67	24620854.42	19790046.79	22602435.13	22465623.36	22933483.03	14263243.33	15694074.67	12161255.92	13810393.51
Q9HBM1	Kinetochore protein Spc25 OS=Homo sapiens OX=9606 GN=SPC25 PE=1 SV=1	2073208.28	2147333.087	2796935.609	2064301.727	1697528.19	1811949.359	2908408.339	2948657.398	1868976.979	2305098.211	1811703.766	1588948.964
P49069	Calcium signal-modulating cyclophilin ligand OS=Homo sapiens OX=9606 GN=CAMLG PE=1 SV=1	14538.71298	167961.0885	192312.625	32174.61468	130067.0766	136808.4857	96904.07327	125335.3688	173817.6307	131461.8369	91672.65207	72278.10742
O95747	Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1	10368008.89	12841365.2	12865135.62	8791017.973	5735720.4	10983288.8	11200848.76	15792210.87	10947303.22	9728766.716	8732812.018	9516459.695
Q7Z2Z2	Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2	1356429.438	1383163.148	1677007.547	1114780.102	973280.7294	1259535.495	1368758.005	1431367.959	985038.1245	1054954.614	946343.4967	819544.5823
Q8NEZ2	Vacuolar protein sorting-associated protein 37A OS=Homo sapiens OX=9606 GN=VPS37A PE=1 SV=1	212495.9121	160522.0334	169879.6563	139578.6459	177350.5092	248196.5518	142103.2795	163872.9122	127863.7803	122157.9083	90464.66002	106406.8992
Q9BX69	Caspase recruitment domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CARD6 PE=1 SV=2	1625003.812	1652618.288	1768238.262	2021248.528	2030742.337	2051518.832	1476739.008	1920645.674	1770989.149	1556890.009	1360942.088	1432956.234
Q92598	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	99833391.56	108490013.7	110941902.2	90403167.87	80454391.33	102842733.5	81010742.31	138226658.8	73920479.64	64322297.4	68846782.02	65962520.5
E9PHS0	Glutathione S-transferase LANCL1 (Fragment) OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	1615292.43	1667945.763	1445872.049	1262444.994	1767803.789	1208586.992	1511019.423	1895792.624	1095375.274	1519409.244	1421057.64	557571.3638
Q8TDZ2	[F-actin]-monooxygenase MICAL1 OS=Homo sapiens OX=9606 GN=MICAL1 PE=1 SV=2	48716659.45	61044391.3	56080242.14	48514700.18	50364176.83	55809085.8	46454509.52	62361948.25	41760385.3	37061659.57	36796117.88	38881081.81
P15586	N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	6106433.681	5204876.856	4608953.938	3623633.556	6210118.019	3427924.356	3245258.528	4873097.378	4247665.926	4805499.263	3345846.845	1860017.895
Q8TCY9	Up-regulator of cell proliferation OS=Homo sapiens OX=9606 GN=URGCP PE=1 SV=2	159272.4869	120044.5502	133026.9063	89111.93272	64478.72461	94244.4772	101646.9198	93094.98351	61402.87148	69246.61106	60531.65364	72380.44621
Q86TB9	Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	1446807.475	1604784.891	1253508.719	1614549.966	1589634.565	1257860.089	1704527.755	2178517.899	1193866.56	1332645.887	1025462.985	1318938.737
Q9Y6Y8	SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1	1767839.592	1448930.058	1835239.454	2079365.518	989920.1494	2270625.482	1506307.525	2557213.691	1352571.39	1436091.195	1508474.093	1362304.147
P10606	"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2"	133780700.1	82581763.92	90581269.24	158831841.1	97850008.07	124778445.8	122369006.3	87044025.33	63766837.27	86876615.54	54633475.61	51981373.49
Q9Y262	Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1	8762221.488	11393785.37	11600006.95	8251927.69	9022328.263	10442708.16	9959106.906	14309544.54	10901720.22	10846430.89	8470584.827	7689661.263
P41567	Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1	2203910.76	1843765.668	1231491.53	1753192.044	1140999.629	1883356.62	1148968.641	1729839.787	1308360.967	1074130.831	1041516.073	2271206.482
F5H5P2	2-oxoisovalerate dehydrogenase subunit alpha OS=Homo sapiens OX=9606 PE=3 SV=1	33779955.45	27031850.9	26832913.93	31644276.09	27503578.56	26769252.86	25852058.67	26466105.28	21957145.75	20406052.74	20952699.44	20220771.62
P58546	Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	5754043.405	3715843.909	3655695.578	2838467.834	2336469.838	2578034.64	2320976.275	5028946.735	1797837.809	2531413.681	1596588.934	1911010.44
Q93050	V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3	16383181.83	15122918.19	13170787.22	13503100.92	13491049.31	13535669.94	10337060.09	9770732.232	7285328.469	8227162.284	7132430.441	6158813.447
Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1	11952409.94	14205370.92	14692958.65	10788766.17	12557809.98	11423821.06	9123133.661	15329269.64	9550953.467	8830260.864	7790600.973	9322905.025
O43175	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	332480590.8	355784310.4	342737770.1	333490839.4	319113899.6	357029716.9	320355054.4	398841424.8	264964191.1	251773056.4	235633424.3	250823662.4
Q5T7C4	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1	151183773	87654684.44	67656482.51	89736344.47	134501548.8	76821775.94	193487557.4	148984934.2	231300328	275242115.8	293677043.2	261628187
Q8NCE2	Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=2	7773950.701	10022851.9	7596685.907	8851421.331	9497439.186	10567817.4	7521919.666	14100563.46	9269355.132	7958450.831	7298631.104	6761914.164
Q9NSC5	Homer protein homolog 3 OS=Homo sapiens OX=9606 GN=HOMER3 PE=1 SV=2	4835425.121	3632619.947	2868577.705	3255008.746	2870461.064	3471118.772	2293300.844	3574061.918	2712893.948	2580290.298	1850436.603	1711198.757
Q9UMS0	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Homo sapiens OX=9606 GN=NFU1 PE=1 SV=2"	6593230.609	3758371.297	5426043.813	7028029.973	3907842.501	5857183.326	4149546.456	4131606.676	2772248.401	3826061.333	3049877.041	3406272.064
Q15072	Zinc finger protein OZF OS=Homo sapiens OX=9606 GN=ZNF146 PE=1 SV=2	83718.40905	71232.45878	49545.15143	87375.24602	72312.57673	28062.89411	165020.4116	196567.7202	275699.7149	171673.1473	141352.9956	105383.0897
Q32MZ4	Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2	395878.4605	283545.4345	224408.8438	162828.7739	248438.4197	341382.2025	292020.7057	286766.5588	367457.631	290348.6566	254463.4621	122139.0428
Q15036	Sorting nexin-17 OS=Homo sapiens OX=9606 GN=SNX17 PE=1 SV=1	2680382.143	2845996.424	2563306.219	1988707.241	1858022.421	1800442.574	2712041.066	2689318.099	2027066.648	2218834.26	1384524.884	1750171.069
P21283	V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4	4398137.66	5890564.123	4667861.002	4643890.104	3116019.377	5114031.48	3840798.216	5479434.904	3977678.012	3655151.385	3569245.141	3147715.496
Q15370	Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1	14428809.42	11063726.66	8551504.063	11562703.71	8145752.342	10443340.54	13351984.38	14537346.15	8846795.994	11560963.2	8589472.748	7310074.115
Q9NYK5	"39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3"	27000979.74	28466487.55	25994997.38	27459585.13	23330102.37	29609871.24	28576135.14	27657383.76	23733504.17	19451722.25	20448902.81	22561472.4
P47712	Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2	3140002.135	3172844.43	2931278.211	1720769.366	2050962.326	2189082.096	2491441.436	4020390.596	1963028.624	1766389.552	1821644.805	1999230.634
Q9NPQ8	Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3	11506175.3	16798576.7	16056550.2	13667407.15	14549141.22	14887609.63	18603703.98	18835494.86	13081574.72	12799427.86	12779568.79	12311960.08
O60749	Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	14740882.68	17765132.83	16684691.13	16221423.93	18241602.77	19085942.28	17131646.96	20082955.88	10680373.31	12260854.42	10812178.62	10947320.34
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3	20582259.75	16310096.71	13608616.59	13061428.04	12998538.21	10740639.92	11463223.14	7140939.253	6199912.541	7610734.517	6056728.461	5792097.432
Q5T4S7	E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1	32397390.26	38444987.18	35816474.8	37352700.66	33734195.66	36554174.53	35572393.08	42591468.62	27589718.31	28203645.9	25422969.22	26137272.07
Q9NTK5	Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2	32949389.26	36792414.95	29769451.82	32712460.11	30354232.27	36004953.7	28391332.05	39963900.73	27866491.64	23390951.49	23830393.52	21433024.98
E7EQI7	WASH complex subunit 5 OS=Homo sapiens OX=9606 GN=WASHC5 PE=1 SV=1	12163270.42	11648119.66	14576601.3	11429374.69	12046283.22	12952959.07	15853315.25	15475601.45	7912775.059	10165955.73	7436356.752	7876043.372
Q14558	Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2	4971243.16	5220156.398	5619342.686	5345468.674	4391530.049	5150871.565	7896240.581	7413718.248	5393307.847	5266029.592	4103666.429	5296528.782
P47755	F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3	2040656.218	3582979.123	1876270.017	2407326.22	2299740.142	2059300.518	2510719.395	2755153.673	2197541.576	2485628.012	2282252.508	1977311.818
P31749	RAC-alpha serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT1 PE=1 SV=2	9251798.075	13672556.5	12608946.18	12913962.53	11164605.61	12205042.45	10595771.35	18579665.86	11071402.53	8925329.389	10181380.24	9500927.027
